Nama Tempat Wisata,Alamat,Jenis Wisata,Deskripsi,Koordinat,Rating,Kota,Deskripsi Singkat
Labuan Bajo #5601,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",3.7,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Bromo #6107,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.3,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Labuan Bajo #3719,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",3.8,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Labuan Bajo #6785,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",3.9,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Danau Toba #7925,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",4.2,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Bromo #3530,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",3.6,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Taman Sari #1798,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.1,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Candi Borobudur #9547,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",4.9,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Bukit Tinggi #4992,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.3,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Taman Sari #5515,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.4,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Pantai Kuta #6647,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",4.6,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Pulau Weh #190,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",4.3,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Taman Sari #6187,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.6,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Bukit Tinggi #855,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",5.0,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Labuan Bajo #7793,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",4.4,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Pulau Weh #6981,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",3.7,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Labuan Bajo #5339,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",4.4,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Pantai Kuta #5217,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",3.9,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Candi Borobudur #37,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",3.6,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Pulau Weh #4762,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",4.7,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Candi Borobudur #4534,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",4.7,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Bukit Tinggi #2381,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.2,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Labuan Bajo #9595,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",4.6,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Pantai Kuta #45,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",4.4,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Pantai Kuta #7918,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",4.0,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Bukit Tinggi #8321,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.8,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Bromo #7070,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",5.0,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Labuan Bajo #2000,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",3.9,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Bromo #1370,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",3.6,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Bromo #862,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.8,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Pantai Losari #1011,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",4.3,Makassar,Tempat favorit menikmati sunset di Makassar....
Labuan Bajo #3542,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",4.1,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Danau Toba #6719,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",4.5,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Wakatobi #8550,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.7,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Taman Sari #1139,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.6,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Bukit Tinggi #4054,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.0,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Candi Borobudur #7486,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",3.8,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Taman Sari #7376,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.7,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Bromo #4813,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.5,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Bukit Tinggi #5876,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.7,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Pulau Weh #1207,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",4.6,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Danau Toba #9505,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",3.9,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Pantai Losari #5275,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",5.0,Makassar,Tempat favorit menikmati sunset di Makassar....
Labuan Bajo #4809,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",4.3,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Candi Borobudur #8980,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",4.7,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Bromo #9736,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.9,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Pantai Kuta #8334,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",4.9,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Danau Toba #9101,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",4.2,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Bromo #8927,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",3.5,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Taman Sari #9931,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.7,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Wakatobi #2627,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.3,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Danau Toba #3024,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",4.5,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Danau Toba #3525,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",4.6,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Pulau Weh #3639,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",4.4,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Candi Borobudur #5814,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",3.8,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Pulau Weh #8022,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",4.8,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Pantai Kuta #2813,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",3.9,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Bromo #9932,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.3,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Labuan Bajo #345,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",4.6,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Wakatobi #3816,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",3.7,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Bromo #7025,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.7,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Taman Sari #2751,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.5,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Wakatobi #7100,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.1,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Danau Toba #9693,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",4.9,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Danau Toba #5250,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",4.7,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Taman Sari #7588,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",3.6,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Taman Sari #3842,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",3.9,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Pantai Kuta #164,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",4.7,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Wakatobi #7066,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.3,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Bukit Tinggi #9682,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",3.6,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Taman Sari #7579,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",3.8,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Bromo #7244,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.2,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Pantai Losari #3986,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",3.9,Makassar,Tempat favorit menikmati sunset di Makassar....
Pantai Kuta #3665,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",4.0,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Bukit Tinggi #4076,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",3.9,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Wakatobi #6212,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.2,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Wakatobi #2212,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.5,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Bromo #8048,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.6,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Pulau Weh #8584,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",4.7,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Bromo #7042,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",3.9,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Bromo #2355,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.1,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Bukit Tinggi #8566,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",3.7,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Pantai Kuta #3131,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",4.7,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Taman Sari #695,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.5,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Pantai Kuta #3508,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",4.9,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Pantai Kuta #4912,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",4.2,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Pantai Losari #8781,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",4.0,Makassar,Tempat favorit menikmati sunset di Makassar....
Pantai Losari #1080,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",5.0,Makassar,Tempat favorit menikmati sunset di Makassar....
Pantai Kuta #601,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",3.9,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Pantai Losari #7852,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",4.0,Makassar,Tempat favorit menikmati sunset di Makassar....
Bukit Tinggi #3474,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.6,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Wakatobi #8521,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",3.8,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Bromo #8305,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.7,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Bromo #6246,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.2,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Labuan Bajo #3120,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",5.0,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Candi Borobudur #1815,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",3.9,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Bukit Tinggi #9991,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.1,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Bromo #1048,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.5,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
